"X1","X2","name","clust5","clust10","clust15","clust20","text","textgr"
134.60085071427,55.3245193626858,"24",2,9,13,16,"Behind all their personal vanity women themselves always have their impersonal contempt - for `woman'.","Die Weiber selber haben im Hintergrunde aller persönlichen Eitelkeit immer noch ihre unpersönliche Verachtung - für das ""Weib""."
-105.139727705389,-19.6356530935512,"25",3,3,7,10,"Bound heart, free spirit - If one binds one's heart firmly and imprisons it one can allow one's spirit many liberties: I have said that before. But no one believes it if he does not already know it . . .","Gebunden Herz, freier Geist. - Wenn man sein Herz hart bindet und gefangen legt, kann man seinem Geist viele Freiheiten geben: ich sagte das schon Ein Mal. Aber man glaubt mir's nicht, gesetzt, dass man's nicht schon weiss....."
-216.232650717537,27.826023324979,"26",3,6,12,14,"One begins to mistrust very clever people when they become embarrassed.","Sehr klugen Personen fängt man an zu misstrauen, wenn sie verlegen werden."
138.444845016403,227.745002078206,"27",2,2,2,2,"Terrible experiences make one wonder whether he who experiences them is not something terrible.","Fürchterliche Erlebnisse geben zu rathen, ob Der, welcher sie erlebt, nicht etwas Fürchterliches ist."
-38.9461415736725,19.3071995195452,"28",1,1,1,17,"Heavy, melancholy people grow lighter through precisely that which makes others heavy, through hatred and love, and for a while they rise to their surface.","Schwere, Schwermüthige Menschen werden gerade durch das, was Andre schwer macht, durch Hass und Liebe, leichter und kommen zeitweilig an ihre Oberfläche."
-166.396752001613,-36.5611946953979,"29",3,6,14,18,"So cold, so icy one burns one's fingers on him! Every hand that grasps him starts back! - And for just that reason many think he is growing hot.","So kalt, so eisig, dass man sich an ihm die Finger verbrennt! Jede Hand erschrickt, die ihn anfasst! - Und gerade darum halten Manche ihn für glühend."
-27.1140092987667,-207.928244962115,"30",5,7,8,9,"Who has not for the sake of his reputation - sacrificed himself?","Wer hat nicht für seinen guten Ruf schon einmal - sich selbst geopfert? -"
-49.4542733742322,-2.56726699179669,"31",1,1,1,17,"There is no hatred for men in geniality, but for just that reason all too much , contempt for men.","In der Leutseligkeit ist Nichts von Menschenhass, aber eben darum allzuviel von Menschenverachtung."
-83.6935844547701,-24.449557685641,"32",3,3,7,10,"Mature manhood: that means to have rediscovered the seriousness one had as a child at play.","Reife des Mannes: das heisst den Ernst wiedergefunden haben, den man als Kind hatte, beim Spiel."
-130.230830546293,-32.0799623203005,"33",3,6,14,18,"To be ashamed of one's immorality: that is a step on the ladder at the end of which one is also ashamed of one's morality.","Sich seiner Unmoralität schämen: das ist eine Stufe auf der Treppe, an deren Ende man sich auch seiner Moralität schämt."
-35.9887752516511,234.681689624179,"34",4,5,5,5,"One ought to depart from life as Odysseus departed from Nausicaa - blessing rather than in love with it.","Man soll vom Leben scheiden wie Odysseus von Nausikaa schied, - mehr segnend als verliebt."
7.09574267406981,-180.892851920225,"35",5,7,8,9,"What? A great man? I always see only the actor of his own ideal.","Wie? Ein grosser Mann? Ich sehe immer nur den Schauspieler seines eignen Ideals."
28.3471058218085,-100.895987013035,"36",5,7,9,11,"If one trains one's conscience it will kiss us as it bites.","Wenn man sein Gewissen dressirt, so küsst es uns zugleich, indem es beisst."
34.2794033590417,19.7220815429101,"37",1,1,1,1,"The disappointed man speaks. - `I listened for an echo and I heard only praise -.'","Der Enttäuschte spricht. - ""Ich horchte auf Widerhall, und ich hörte nur Lob -"""
-111.488636766161,-66.4077339736134,"38",3,3,7,8,"Before ourselves we all pose as being simpler than we are: thus do we take a rest from our fellow men.","Vor uns selbst stellen wir uns Alle einfältiger als wir sind: wir ruhen uns so von unsern Mitmenschen aus."
-17.4134663025225,4.78628302345332,"39",1,1,1,17,"Today a man of knowledge might easily feel as if he were God become animal.","Heute möchte sich ein Erkennender leicht als Thierwerdung Gottes fühlen."
53.0162356525491,-138.443445588909,"40",5,7,9,11,"To discover he is loved in return ought really to disenchant the lover with the beloved. `What? She is so modest as to love even you? Or so stupid? Or - or -.'","Gegenliebe entdecken sollte eigentlich den Liebenden über das geliebte Wesen ernüchtern. ""Wie? es ist bescheiden genug, sogar dich zu lieben? Oder dumm genug? Oder - oder -"""
269.094702518354,62.7044861549787,"41",2,9,11,13,"The danger in happiness. - `Now everything is turning out well for me, now I love every destiny - who would like to be my destiny?'","Die Gefahr im Glücke. - ""Nun gereicht mir Alles zum Besten, nunmehr liebe ich jedes Schicksal: - wer hat Lust, mein Schicksal zu sein?"""
24.5866222578995,-45.8039494046386,"42",1,1,1,1,"It is not their love for men but the impotence of their love for men which hinders the Christians of today from - burning us.","Nicht ihre Menschenliebe, sondern die Ohnmacht ihrer Menschenliebe hindert die Christen von heute, uns - zu verbrennen."
-193.918170949331,-12.9861235358533,"43",3,6,14,18,"The free spirit, the `pious man of knowledge' - finds pia fraus even more offensive to his taste (to his kind of `piety') than impia fraus. Hence the profound lack of understanding of the church typical of the `free spirit' - his kind of unfreedom.","Dem freien Geiste, dem ""Frommen der Erkenntniss"" - geht die pia fraus noch mehr wider den Geschmack (wider seine ""Frömmigkeit"") als die impia fraus. Daher sein tiefer Unverstand gegen die Kirche, wie er zum Typus ""freier Geist"" gehört, - als seine Unfreiheit."
-142.129136966235,21.0441477429854,"44",3,6,14,18,"By means of music the passions enjoy themselves.","Vermöge der Musik geniessen sich die Leidenschaften selbst."
259.510791920946,83.142149155614,"45",2,9,11,13,"To close your ears to even the best counter-argument once the decision has been taken: sign of a strong character. Thus an occasional will to stupidity.","Wenn der Entschluss einmal gefasst ist, das Ohr auch für den besten Gegengrund zu schliessen: Zeichen des starken Charakters. Also ein gelegentlicher Wille zur Dummheit."
191.763336618769,-182.65737080514,"46",5,10,15,19,"There are no moral phenomena at all, only a moral interpretation of phenomena. . .","Es giebt gar keine moralischen Phänomene, sondern nur eine moralische Ausdeutung von Phänomenen....."
47.5617030511097,-152.127217794452,"47",5,7,9,11,"The criminal is often enough not equal to his deed: he disparages and slanders it.","Der Verbrecher ist häufig genug seiner That nicht gewachsen: er verkleinert und verleumdet sie."
-38.2705960129659,96.7230503668003,"48",1,4,4,20,"A criminal's lawyers are seldom artists enough to turn the beautiful terribleness of the deed to the advantage of him who did it","Die Advokaten eines Verbrechers sind selten Artisten genug, um das schöne Schreckliche der That zu Gunsten ihres Thäters zu wenden."
-32.4165254090716,76.9100616715678,"49",1,4,4,20,"Our vanity is hardest to wound precisely when our pride has just been wounded.","Unsre Eitelkeit ist gerade dann am schwersten zu verletzen, wenn eben unser Stolz verletzt wurde."
62.0475760367583,-115.327419553298,"50",5,7,9,11,"He who feels predestined to regard and not believe finds all believers too noisy and importunate: he rebuffs them.","Wer sich zum Schauen und nicht zum Glauben vorherbestimmt fühlt, dem sind alle Gläubigen zu lärmend und zudringlich: er erwehrt sich ihrer."
-219.445315744434,39.958064687607,"51",3,6,12,14,"`You want to make him interested in you? Then pretend to be embarrassed in his presence -'","Du willst ihn für dich einnehmen? So stelle dich vor ihm verlegen -"
146.522717105947,189.184233724736,"52",2,2,2,2,"The tremendous expectation in regard to sexual love and the shame involved in this expectation distorts all a woman's perspectives from the start.","Die ungeheure Erwartung in Betreff der Geschlechtsliebe, und die Scham in dieser Erwartung, verdirbt den Frauen von vornherein alle Perspektiven."
157.296005269391,-0.381609172253222,"53",2,9,13,16,"Where neither love nor hate is in the game a woman is a mediocre player.","Wo nicht Liebe oder Hass mitspielt, spielt das Weib mittelmässig."
155.943144974709,179.382549421522,"54",2,2,2,2,"The great epochs of our life are the occasions when we gain the courage to rebaptize our evil qualities as our best qualities.","Die grossen Epochen unsres Lebens liegen dort, wo wir den Muth gewinnen, unser Böses als unser Bestes umzutaufen."
247.629315165792,92.0731416684205,"55",2,9,11,13,"The will to overcome an emotion is ultimately only the will of another emotion or of several others.","Der Wille, einen Affekt zu überwinden, ist zuletzt doch nur der Wille eines anderen oder mehrer anderer Affekte."
183.534294834582,-169.705742589765,"56",5,10,15,19,"There is an innocence in admiration: he has it to whom it has not yet occurred that he too could one day be admired.","Es giebt eine Unschuld der Bewunderung: Der hat sie, dem es noch nicht in den Sinn gekommen ist, auch er könne einmal bewundert werden."
9.10764854169906,25.3203098500633,"57",1,1,1,1,"Disgust with dirt can be so great that it prevents us from cleaning ourselves - from `justifying' ourselves.","Der Ekel vor dem Schmutze kann so gross sein, dass er uns hindert, uns zu reinigen, - uns zu ""rechtfertigen""."
127.582684380329,167.760356945623,"58",2,2,2,2,"Sensuality often makes love grow too quickly, so that the root remains weak and is easy to pull out.","Die Sinnlichkeit übereilt oft das Wachsthum der Liebe, so dass die Wurzel schwach bleibt und leicht auszureissen ist."
13.3250918721431,-12.864053671581,"59",1,1,1,1,"It was a piece of subtle refinement that God learned Greek when he wanted to become a writer- and that he did not learn it better.","Es ist eine Feinheit, dass Gott griechisch lernte, als er Schriftsteller werden wollte - und dass er es nicht besser lernte."
-27.3597517361667,84.2685225390899,"60",1,4,4,20,"To enjoy praise is with some people only politeness of the heart - and precisely the opposite of vanity of the spirit.","Sich über ein Lob freuen ist bei Manchem nur eine Höflichkeit des Herzens - und gerade das Gegenstück einer Eitelkeit des Geistes."
75.3880789622425,158.440911174775,"61",1,4,4,4,"Even concubinage has been corrupted: - by marriage.","Auch das Concubinat ist corrumpirt worden: - durch die Ehe."
25.876705027345,-165.509848140152,"62",5,7,8,9,"He who rejoices even at the stake triumphs not over pain but at the fact that he feels no pain where he had expected to feel it. A parable.","Wer auf dem Scheiterhaufen noch frohlockt, triumphirt nicht über den Schmerz, sondern darüber, keinen Schmerz zu fühlen, wo er ihn erwartete. Ein Gleichniss."
-103.095038854423,-62.9606858705329,"63",3,3,7,8,"When we have to change our opinion about someone we hold the inconvenience he has therewith caused us greatly to his discredit.","Wenn wir über Jemanden umlernen müssen, so rechnen wir ihm die Unbequemlichkeit hart an, die er uns damit macht."
-158.978470470999,-118.586480183109,"64",3,3,3,3,"A people is a detour of nature to get to six or seven great men. - Yes: and then to get round them.","Ein Volk ist der Umschweif der Natur, um zu sechs, sieben grossen Männern zu kommen. - Ja: und um dann um sie herum zu kommen."
-157.094252319102,-90.1309003313979,"65",3,3,3,3,"Science offends the modesty of all genuine women. They feel as if one were trying to look under their skin - or worse! under their clothes and finery.","Allen rechten Frauen geht Wissenschaft wider die Scham. Es ist ihnen dabei zu Muthe, als ob man damit ihnen unter die Haut, - schlimmer noch! unter Kleid und Putz gucken wolle."
-213.319750357022,13.8405711228769,"66",3,6,12,14,"The more abstract the truth you want to teach the more you must seduce the senses to it.","Je abstrakter die Wahrheit ist, die du lehren willst, um so mehr musst du noch die Sinne zu ihr verführen."
20.5311132647926,76.4496125892424,"67",1,4,4,15,"The devil has the widest perspectives for God, and that is why he keeps so far away from him - the devil being the oldest friend of knowledge.","Der Teufel hat die weitesten Perspektiven für Gott, deshalb hält er sich von ihm so fern: - der Teufel nämlich als der älteste Freund der Erkenntniss."
32.7840603096898,-199.46485126947,"68",5,7,8,9,"What a person is begins to betray itself when his talent declines - when he ceases to show what he can do. Talent is also finery; finery is also a hiding place.","Was jemand ist, fängt an, sich zu verrathen, wenn sein Talent nachlässt, - wenn er aufhört, zu zeigen, was er kann. Das Talent ist auch ein Putz; ein Putz ist auch ein Versteck."
35.3438061092647,114.882457289104,"69",1,4,4,4,"The sexes deceive themselves about one another: the reason being that fundamentally they love and honour only themselves (or their own ideal, to express it more pleasantly-). Thus man wants woman to be peaceful - but woman is essentially unpeaceful, like the cat, however well she may have trained herself to present an appearance of peace.","Die Geschlechter täuschen sich über einander: das macht, sie ehren und lieben im Grunde nur sich selbst (oder ihr eigenes ideal, um es gefälliger auszudrücken -). So will der Mann das Weib friedlich, - aber gerade das Weib ist wesentlich unfriedlich, gleich der Katze, so gut es sich auch auf den Anschein des Friedens eingeübt hat."
-42.249086003074,272.400437322292,"70",4,5,5,5,"One is punished most for one's virtues.","Man wird am besten für seine Tugenden bestraft."
54.2651408342903,-120.08212369155,"71",5,7,9,11,"He who does not know how to find the road to his ideal lives more frivolously and impudently than the man without an ideal.","Wer den Weg zu seinem Ideale nicht zu finden weiss, lebt leichtsinniger und frecher, als der Mensch ohne Ideal."
-105.46512725075,-90.6459497099234,"72",3,3,7,8,"All credibility, all good conscience, all evidence of truth comes only from the senses.","Von den Sinnen her kommt erst alle Glaubwürdigkeit, alles gute Gewissen, aller Augenschein der Wahrheit."
61.9472792458394,26.2504239439502,"73",1,1,1,1,"Pharisaism is not degeneration in a good man: a good part of it is rather the condition of all being good.","Der Pharisäismus ist nicht eine Entartung am guten Menschen: ein gutes Stück davon ist vielmehr die Bedingung von allem Gut-sein."
-222.07397365577,-73.4872850599144,"74",3,3,3,7,"One seeks a midwife for his thoughts, another someone to whom he can be a midwife: thus originates a good conversation.","Der Eine sucht einen Geburtshelfer für seine Gedanken, der Andre Einen, dem er helfen kann: so entsteht ein gutes Gespräch."
-121.124695518366,-23.1247410049548,"75",3,6,14,18,"When one has dealings with scholars and artists it is easy to miscalculate in opposite directions: behind a remarkable scholar one not infrequently finds a mediocre man, and behind a mediocre artist often - a very remarkable man.","Im Verkehre mit Gelehrten und Künstlern verrechnet man sich leicht in umgekehrter Richtung: man findet hinter einem merkwürdigen Gelehrten nicht selten einen mittelmässigen Menschen, und hinter einem mittelmässigen Künstler sogar oft - einen sehr merkwürdigen Menschen."
-142.706731104743,-52.8366256136873,"76",3,6,14,18,"What we do in dreams we also do when we are awake: we invent and fabricate the person with whom we associate - and immediately forget we have done so.","Wir machen es auch im Wachen wie im Traume: wir erfinden und erdichten erst den Menschen, mit dem wir verkehren - und vergessen es sofort."
160.575857121248,-8.24983726742291,"77",2,9,13,16,"In revenge and in love woman is more barbarous than man.","In der Rache und in der Liebe ist das Weib barbarischer, als der Mann."
-169.549110681885,-16.3262060605734,"78",3,6,14,18,"Counsel as conundrum - `If the bonds are not to burst - you must try to cut them first.'","Rath als Räthsel. - ""Soll das Band nicht reissen, - musst du erst drauf beissen."""
11.1488650276446,10.9400387054501,"79",1,1,1,1,"The belly is the reason man does not so easily take himself for a god.","Der Unterleib ist der Grund dafür, dass der Mensch sich nicht so leicht für einen Gott hält."
-140.214104414433,-41.6352525236551,"80",3,6,14,18,"The chastest expression I have ever heard: `Dans le v ritable amour c'est l me, qui enveloppe le corps.'","Das züchtigste Wort, das ich gehört habe: ""Dans le véritable amour c'est l'âme, qui enveloppe le corps."""
255.913963793833,60.6900138592474,"81",2,9,11,13,"Our vanity would have just that which we do best count as that which is hardest for us. The origin of many a morality:","Was wir am besten thun, von dem möchte unsre Eitelkeit, dass es grade als Das gelte, was uns am schwersten werde. Zum Ursprung mancher Moral."
-33.3195112568,6.27478058411407,"82",1,1,1,17,"When a woman has scholarly inclinations there is usually something wrong with her sexuality. Unfruitfulness itself disposes one to a certain masculinity of taste; for man is, if I may be allowed to say so, `the unfruitful animal'.","Wenn ein Weib gelehrte Neigungen hat, so ist gewöhnlich Etwas an ihrer Geschlechtlichkeit nicht in Ordnung. Schon Unfruchtbarkeit disponirt zu einer gewissen Männlichkeit des Geschmacks; der Mann ist nämlich, mit Verlaub, ""das unfruchtbare Thier""."
126.017518046174,50.6489174660379,"83",2,9,13,16,"Comparing man and woman in general one may say: woman would not have the genius for finery if she did not have the instinct for thesecondary role.","Mann und Weib im Ganzen verglichen, darf man sagen: das Weib hätte nicht das Genie des Putzes, wenn es nicht den Instinkt der zweiten Rolle hätte."
-93.5383649539875,-80.888126174955,"84",3,3,7,8,"He who fights with monsters should look to it that he himself does not become a monster. And when you gaze long into an abyss the abyss also gazes into you.","Wer mit Ungeheuern kämpft, mag zusehn, dass er nicht dabei zum Ungeheuer wird. Und wenn du lange in einen Abgrund blickst, blickt der Abgrund auch in dich hinein."
-176.901198013971,-31.6005449250328,"85",3,6,14,18,"From old Florentine novels, moreover - from life: 'buona femmina a mala femmina vuol bastone'. Sacchetti, Nov. 86.","Aus alten florentinischen Novellen, überdies - aus dem Leben: buona femmina e mala femmina vuol bastone. Sacchetti Nov. 86."
-51.8239807628177,-71.398564559683,"86",3,3,7,8,"To seduce one's neighbour to a good opinion and afterwards faithfully to believe in this good opinion of one's neighbour: who can do this trick as well as women?","Den Nächsten zu einer guten Meinung verführen und hinterdrein an diese Meinung des Nächsten gläubig glauben: wer thut es in diesem Kunststück den Weibern gleich? -"
-81.8652491413023,-36.4569102652021,"87",3,3,7,10,"That which an age feels to be evil is usually an untimely after-echo of that which was formerly felt to be good - the atavism of an older ideal.","Was eine Zeit als böse empfindet, ist gewöhnlich ein unzeitgemässer Nachschlag dessen, was ehemals als gut empfunden wurde, - der Atavismus eines älteren Ideals."
-62.5459066411648,15.7937597959826,"88",1,1,1,17,"Around the hero everything becomes a tragedy, around the demi-god a satyr-play; and around God everything becomes what? Perhaps a `world'? -","Um den Helden herum wird Alles zur Tragödie, um den Halbgott herum Alles zum Satyrspiel; und um Gott herum wird Alles - wie? vielleicht zur ""Welt""? -"
-160.242936249875,140.662579614696,"89",3,6,6,6,"It is not enough to possess a talent: one must also possess your permission to possess it - eh, my friends?","Ein Talent haben ist nicht genug: man muss auch eure Erlaubniss dazu haben, - wie? meine Freunde?"
34.9951014284168,-369.358648490875,"90",5,8,10,12,"`Where the tree of knowledge stands is always Paradise': thus speak the oldest and youngest serpents.","Wo der Baum der Erkenntniss steht, ist immer das Paradies: so reden die ältesten und die jüngsten Schlangen."
14.3641581910323,-108.392226680699,"91",5,7,9,11,"That which is done out of love always takes place beyond good and evil.","Was aus Liebe gethan wird, geschieht immer jenseits von Gut und Böse."
-135.426791881681,-10.7060482085515,"92",3,6,14,18,"Objection, evasion, happy distrust, pleasure in mockery are signs of health: everything unconditional belongs in pathology.","Der Einwand, der Seitensprung, das fröhliche Misstrauen, die Spottlust sind Anzeichen der Gesundheit: alles Unbedingte gehört in die Pathologie."
126.170731703384,151.093528907478,"93",2,2,2,2,"The sense of the tragic increases and diminishes with sensuality.","Der Sinn für das Tragische nimmt mit der Sinnlichkeit ab und zu."
34.0152345206706,77.6587514799449,"94",1,4,4,15,"Madness is something rare in individuals - but in groups, parties, peoples, ages it is the rule.","Der Irrsinn ist bei Einzelnen etwas Seltenes, - aber bei Gruppen, Parteien, Völkern, Zeiten die Regel."
30.8191996390886,53.8856109889259,"95",1,4,4,15,"The thought of suicide is a powerful solace: by means of it one gets through many a bad night.","Der Gedanke an den Selbstmord ist ein starkes Trostmittel: mit ihm kommt man gut über manche böse Nacht hinweg."
-37.0082903669646,-3.68480827304837,"96",1,1,1,17,"To our strongest drive, the tyrant in us, not only our reason but also our conscience submits.","Unserm stärksten Triebe, dem Tyrannen in uns, unterwirft sich nicht nur unsre Vernunft, sondern auch unser Gewissen."
7.13976360876593,243.280511781024,"97",4,5,5,5,"One has to requite good and ill: but why to precisely the person who did us good or ill?","Man muss vergelten, Gutes und Schlimmes: aber warum gerade an der Person, die uns Gutes oder Schlimmes that?"
-37.5228774732229,243.638894946073,"98",4,5,5,5,"One no longer loves one's knowledge enough when one has communicated it.","Man liebt seine Erkenntniss nicht genug mehr, sobald man sie mittheilt."
137.952746898312,240.287433883438,"99",2,2,2,2,"Poets behave impudently towards their experiences: they exploit them.","Die Dichter sind gegen ihre Erlebnisse schamlos: sie beuten sie aus."
-174.78855745364,-145.617929399185,"100",3,3,3,3,"Our neighbour is not our neighbour but our neighbour s neighbour thus thinks every people.","Unser Nächster ist nicht unser Nachbar, sondern dessen Nachbar - so denkt jedes Volk."
43.7762296594097,119.10977072306,"101",1,4,4,4,"Love brings to light the exalted and concealed qualities of a lover - what is rare and exceptional in him: to that extent it can easily deceive as to what is normal in him.","Die Liebe bringt die hohen und verborgenen Eigenschaften eines Liebenden an's Licht, - sein Seltenes, Ausnahmsweises: insofern täuscht sie leicht über Das, was Regel an ihm ist."
-47.9043924031342,104.639319154077,"102",1,4,4,20,"Jesus said to his Jews: `The law was made for servants - love God as I love him, as his son! What have we sons of God to do with morality!'","Jesus sagte zu seinen Juden: ""das Gesetz war für Knechte, - liebt Gott, wie ich ihn liebe, als sein Sohn! Was geht uns Söhne Gottes die Moral an!"" -"
12.0844748241697,-189.9695854457,"103",5,7,8,9,"Concerning every party - A shepherd always has need of a bellwether - or he must himself occasionally be one.","Angesichts jeder Partei. - Ein Hirt hat immer auch noch einen Leithammel nöthig, - oder er muss selbst gelegentlich Hammel sein."
15.1796685048309,250.086123779325,"104",4,5,5,5,"You may lie with your mouth, but with the mouth you make as you do so you none the less tell the truth.","Man lügt wohl mit dem Munde; aber mit dem Maule, das man dabei macht, sagt man doch noch die Wahrheit."
71.3020072842232,16.6443339627052,"105",1,1,1,1,"With hard men intimacy is a thing of shame and something precious.","Bei harten Menschen ist die Innigkeit eine Sache der Scham - und etwas Kostbares."
-77.9588168455947,-62.5324480400508,"106",3,3,7,8,"Christianity gave Eros poison to drink - he did not die of it, to be sure, but degenerated into vice.","Das Christenthum gab dem Eros Gift zu trinken: - er starb zwar nicht daran, aber entartete, zum Laster."
41.9146621707262,-358.714618102811,"107",5,8,10,12,"to talk about oneself a great deal can also be a means of concealing oneself.","Viel von sich reden kann auch ein Mittel sein, sich zu verbergen."
-235.333917196506,-10.356903965693,"108",3,6,12,14,"In praise there is more importunity than in blame.","Im Lobe ist mehr Zudringlichkeit, als im Tadel."
-161.730955449366,-103.999801516705,"109",3,3,3,3,"Pity in a man of knowledge seems almost ludicrous, like sensitive hands on a Cyclops.","Mitleiden wirkt an einem Menschen der Erkenntniss beinahe zum Lachen, wie zarte Hände an einem Cyklopen."
250.008536898609,75.642045278361,"110",2,9,11,13,"From love of man one sometimes embraces anyone (because one cannot embrace everyone): but one must never let this anyone know it. . .","Man umarmt aus Menschenliebe bisweilen einen Beliebigen (weil man nicht Alle umarmen kann): aber gerade Das darf man dem Beliebigen nicht verrathen....."
-7.8734516446015,250.655533698987,"111",4,5,5,5,"One does not hate so long as one continues to rate low, but only when one has come to rate equal or higher.","Man hasst nicht, so lange man noch gering schätzt, sondern erst, wenn man gleich oder höher schätzt."
